booking_id,worker_id,service_category,skill_name,quantity,scheduled_hour,day_of_week,worker_category,experience_years,certifications_count,has_certifications,is_verified,distance_km,worker_skill_price,worker_skill_price_type,platform_tenure_days,successful_completion
B00452,W00467,Electrician,Fan Repair,1,13,3,Electrician,16.2,0,0,1,9.54,726.52,per_day,1296,0
B00452,W00329,Electrician,Fan Repair,1,13,3,Electrician,10.7,1,1,0,4.02,671.54,per_day,298,1
B00452,W00157,Electrician,Fan Repair,1,13,3,Electrician,1.2,2,1,1,5.51,492.57,per_day,1787,0
B00452,W00182,Electrician,Fan Repair,1,13,3,Electrician,7.4,2,1,1,8.31,694.58,fixed,1665,1
B00452,W00287,Electrician,Fan Repair,1,13,3,Electrician,6.0,0,0,1,0.64,542.19,per_hour,2471,1
B00453,W00936,Technician,Appliance Repair,4,9,1,Technician,1.5,0,0,1,2.34,445.49,per_hour,1065,1
B00453,W00999,Technician,Appliance Repair,4,9,1,Technician,7.8,1,1,1,12.13,787.76,per_visit,713,1
B00453,W00324,Technician,Appliance Repair,4,9,1,Technician,15.3,1,1,1,7.3,805.81,per_visit,1411,0
B00453,W00145,Technician,Appliance Repair,4,9,1,Technician,19.3,0,0,1,9.34,605.04,per_day,1642,0
B00453,W00202,Technician,Appliance Repair,4,9,1,Technician,14.9,1,1,0,12.59,494.5,per_day,221,1
B00453,W00683,Technician,Appliance Repair,4,9,1,Technician,10.6,1,1,1,7.29,779.35,per_day,2952,1
B00453,W00048,Technician,Appliance Repair,4,9,1,Technician,1.8,1,1,0,10.09,357.59,per_hour,1880,0
B00454,W00863,Electrician,Wiring Repair,6,2,1,Electrician,6.5,1,1,1,6.43,576.61,per_hour,192,0
B00454,W00262,Electrician,Wiring Repair,6,2,1,Electrician,11.2,1,1,1,1.29,466.26,per_visit,1166,1
B00454,W00273,Electrician,Wiring Repair,6,2,1,Electrician,4.5,0,0,1,3.67,385.41,per_visit,2255,1
B00454,W00938,Electrician,Wiring Repair,6,2,1,Electrician,1.0,2,1,0,5.76,448.68,fixed,2196,1
B00454,W00357,Electrician,Wiring Repair,6,2,1,Electrician,4.6,2,1,1,11.11,446.93,fixed,1726,0
B00454,W00975,Electrician,Wiring Repair,6,2,1,Electrician,4.8,2,1,0,14.05,580.0,per_hour,158,0
B00455,W00207,Driver,Outstation Driving,3,10,3,Driver,9.4,1,1,1,7.66,542.86,per_hour,2992,1
B00455,W00866,Driver,Outstation Driving,3,10,3,Driver,1.9,0,0,0,4.29,364.5,per_visit,699,0
B00455,W00432,Driver,Outstation Driving,3,10,3,Driver,9.9,1,1,1,5.02,629.17,per_visit,2626,1
B00455,W00360,Driver,Outstation Driving,3,10,3,Driver,3.3,1,1,0,2.25,277.52,fixed,1259,1
B00455,W00805,Driver,Outstation Driving,3,10,3,Driver,7.0,1,1,0,3.88,474.31,per_hour,1942,0
B00455,W00075,Driver,Outstation Driving,3,10,3,Driver,28.7,0,0,0,10.96,494.86,per_visit,501,0
B00455,W00247,Driver,Outstation Driving,3,10,3,Driver,1.9,3,1,1,3.1,379.3,per_day,1105,0
B00456,W00630,Painter,Interior Painting,3,11,5,Painter,25.2,1,1,1,3.82,446.18,per_day,1671,1
B00456,W00065,Painter,Interior Painting,3,11,5,Painter,7.9,1,1,1,5.12,575.83,fixed,591,1
B00456,W00425,Painter,Interior Painting,3,11,5,Painter,10.5,1,1,0,10.7,478.1,per_visit,1023,0
B00456,W00044,Painter,Interior Painting,3,11,5,Painter,4.0,1,1,1,6.16,417.14,per_visit,2359,1
B00456,W00332,Painter,Interior Painting,3,11,5,Painter,12.7,0,0,1,4.97,331.97,per_day,2642,1
B00456,W00165,Painter,Interior Painting,3,11,5,Painter,5.8,2,1,0,7.1,428.95,fixed,2880,0
B00456,W00082,Painter,Interior Painting,3,11,5,Painter,6.0,2,1,1,6.26,539.77,per_visit,75,1
B00457,W00910,Plumber,Plumbing Repair,6,19,4,Plumber,4.6,1,1,1,4.02,377.66,per_day,1585,1
B00457,W00791,Plumber,Plumbing Repair,6,19,4,Plumber,6.3,0,0,0,13.24,329.02,fixed,2973,0
B00457,W00821,Plumber,Plumbing Repair,6,19,4,Plumber,5.1,0,0,0,2.19,553.23,fixed,174,0
B00457,W00280,Plumber,Plumbing Repair,6,19,4,Plumber,4.4,1,1,1,3.92,563.33,fixed,267,1
B00457,W00700,Plumber,Plumbing Repair,6,19,4,Plumber,13.5,0,0,1,3.26,824.09,per_day,1175,0
B00457,W00845,Plumber,Plumbing Repair,6,19,4,Plumber,4.4,0,0,0,17.0,517.34,per_visit,2469,0
B00458,W00085,Gardener,Garden Maintenance,6,23,2,Gardener,5.9,0,0,1,2.33,201.17,per_hour,403,1
B00458,W00156,Gardener,Garden Maintenance,6,23,2,Gardener,9.6,1,1,1,1.06,298.72,per_visit,2567,0
B00458,W00824,Gardener,Garden Maintenance,6,23,2,Gardener,7.9,0,0,0,6.16,363.36,per_visit,399,0
B00458,W00003,Gardener,Garden Maintenance,6,23,2,Gardener,5.9,1,1,0,1.67,394.82,fixed,1649,1
B00458,W00316,Gardener,Garden Maintenance,6,23,2,Gardener,2.9,2,1,1,10.84,331.23,per_visit,2180,1
B00458,W00269,Gardener,Garden Maintenance,6,23,2,Gardener,8.9,0,0,0,5.0,378.67,per_visit,995,0
B00459,W00126,Gardener,Tree Trimming,6,23,3,Gardener,9.8,1,1,1,1.07,387.17,per_visit,1765,1
B00459,W00688,Gardener,Tree Trimming,6,23,3,Gardener,20.1,0,0,1,26.63,267.06,per_day,2093,0
B00459,W00771,Gardener,Tree Trimming,6,23,3,Gardener,9.5,0,0,1,7.47,375.2,per_day,1862,0
B00459,W00455,Gardener,Tree Trimming,6,23,3,Gardener,1.9,0,0,1,3.35,370.02,per_visit,2131,1
B00459,W00040,Gardener,Tree Trimming,6,23,3,Gardener,3.2,0,0,0,6.99,445.48,per_visit,1192,0
B00459,W00600,Gardener,Tree Trimming,6,23,3,Gardener,26.5,0,0,1,9.87,414.21,per_visit,1413,1
B00459,W00131,Gardener,Tree Trimming,6,23,3,Gardener,2.8,3,1,1,2.31,414.34,per_day,2282,0
B00460,W00303,Plumber,Pipe Installation,3,18,2,Plumber,11.4,0,0,0,2.26,504.28,per_hour,2531,1
B00460,W00889,Plumber,Pipe Installation,3,18,2,Plumber,9.2,3,1,1,7.33,437.73,per_visit,2867,1
B00460,W00817,Plumber,Pipe Installation,3,18,2,Plumber,6.3,2,1,1,5.27,396.46,fixed,641,1
B00460,W00478,Plumber,Pipe Installation,3,18,2,Plumber,17.3,3,1,0,25.54,593.63,per_visit,780,0
B00460,W00580,Plumber,Pipe Installation,3,18,2,Plumber,11.1,1,1,1,12.56,400.11,per_hour,2885,1
B00460,W00899,Plumber,Pipe Installation,3,18,2,Plumber,16.0,1,1,1,5.84,541.04,fixed,1020,0
B00460,W00381,Plumber,Pipe Installation,3,18,2,Plumber,1.6,1,1,0,2.91,607.13,fixed,2343,1
B00461,W00104,Plumber,Pipe Installation,5,17,0,Plumber,4.7,1,1,1,0.2,655.08,fixed,1104,1
B00461,W00138,Plumber,Pipe Installation,5,17,0,Plumber,3.1,1,1,1,2.57,503.26,fixed,2680,0
B00461,W00480,Plumber,Pipe Installation,5,17,0,Plumber,9.6,1,1,1,1.4,659.86,per_hour,1817,1
B00461,W00588,Plumber,Pipe Installation,5,17,0,Plumber,5.7,2,1,1,6.66,416.08,per_visit,814,1
B00461,W00387,Plumber,Pipe Installation,5,17,0,Plumber,7.2,0,0,0,6.44,455.07,fixed,1490,0
B00461,W00381,Plumber,Pipe Installation,5,17,0,Plumber,1.6,1,1,0,5.4,607.13,fixed,2343,0
B00461,W00272,Plumber,Pipe Installation,5,17,0,Plumber,14.4,1,1,1,8.41,522.56,fixed,454,0
B00462,W00223,Driver,Outstation Driving,5,19,0,Driver,6.7,0,0,1,2.51,425.35,per_visit,434,0
B00462,W00631,Driver,Outstation Driving,5,19,0,Driver,7.1,1,1,1,1.63,668.74,fixed,91,0
B00462,W00059,Driver,Outstation Driving,5,19,0,Driver,1.2,0,0,0,20.85,394.18,per_hour,2956,0
B00462,W00283,Driver,Outstation Driving,5,19,0,Driver,7.3,0,0,0,2.65,341.53,per_hour,1051,0
B00462,W00711,Driver,Outstation Driving,5,19,0,Driver,2.9,1,1,0,4.37,419.65,fixed,2045,1
B00462,W00681,Driver,Outstation Driving,5,19,0,Driver,13.1,1,1,1,2.04,367.39,per_hour,266,0
B00462,W00731,Driver,Outstation Driving,5,19,0,Driver,6.3,2,1,0,8.3,484.05,per_hour,1725,0
B00463,W00632,Carpenter,Woodwork,2,20,3,Carpenter,3.6,1,1,1,3.3,650.86,per_hour,742,1
B00463,W00618,Carpenter,Woodwork,2,20,3,Carpenter,1.8,0,0,1,1.54,606.15,fixed,166,0
B00463,W00495,Carpenter,Woodwork,2,20,3,Carpenter,8.5,4,1,0,5.35,659.37,per_visit,398,0
B00463,W00189,Carpenter,Woodwork,2,20,3,Carpenter,3.0,0,0,1,9.77,512.86,per_day,1223,0
B00463,W00190,Carpenter,Woodwork,2,20,3,Carpenter,6.4,1,1,1,7.54,660.58,per_day,619,1
B00463,W00802,Carpenter,Woodwork,2,20,3,Carpenter,8.8,1,1,0,3.28,545.13,per_visit,2683,1
B00463,W00626,Carpenter,Woodwork,2,20,3,Carpenter,12.1,1,1,1,3.82,605.51,per_visit,770,1
B00464,W00016,Caregiver,Elder Care,3,11,1,Caregiver,5.4,0,0,1,5.46,500.46,per_hour,205,1
B00464,W00513,Caregiver,Elder Care,3,11,1,Caregiver,5.8,0,0,1,1.89,538.65,per_day,1336,0
B00464,W00690,Caregiver,Elder Care,3,11,1,Caregiver,16.4,0,0,1,4.46,344.17,per_hour,744,1
B00464,W00602,Caregiver,Elder Care,3,11,1,Caregiver,4.6,0,0,1,0.31,227.91,fixed,57,1
B00464,W00093,Caregiver,Elder Care,3,11,1,Caregiver,9.4,0,0,0,3.6,481.95,per_visit,1809,0
B00464,W00686,Caregiver,Elder Care,3,11,1,Caregiver,2.4,0,0,0,9.9,343.07,per_day,952,0
B00464,W00815,Caregiver,Elder Care,3,11,1,Caregiver,8.0,2,1,1,16.52,397.24,per_day,1717,0
B00465,W00447,Carpenter,Door Repair,5,15,1,Carpenter,5.9,2,1,1,10.59,448.33,fixed,476,0
B00465,W00595,Carpenter,Door Repair,5,15,1,Carpenter,6.0,0,0,1,13.37,647.9,fixed,2394,0
B00465,W00566,Carpenter,Door Repair,5,15,1,Carpenter,3.4,1,1,1,5.27,567.94,per_hour,2400,0
B00465,W00925,Carpenter,Door Repair,5,15,1,Carpenter,28.4,0,0,1,7.78,725.53,per_visit,1994,1
B00465,W00281,Carpenter,Door Repair,5,15,1,Carpenter,3.0,0,0,1,9.12,175.92,per_day,763,1
B00465,W00088,Carpenter,Door Repair,5,15,1,Carpenter,7.6,2,1,1,2.68,649.79,per_visit,653,0
B00465,W00136,Carpenter,Door Repair,5,15,1,Carpenter,2.9,1,1,1,7.63,386.03,per_day,2315,0
B00466,W00604,Electrician,Electrical Installation,5,20,2,Electrician,21.1,0,0,1,8.3,686.53,per_day,2248,1
B00466,W00964,Electrician,Electrical Installation,5,20,2,Electrician,11.6,2,1,0,2.23,580.34,per_day,2539,1
B00466,W00074,Electrician,Electrical Installation,5,20,2,Electrician,0.5,2,1,1,1.61,490.63,per_visit,2405,1
B00466,W00682,Electrician,Electrical Installation,5,20,2,Electrician,7.5,1,1,0,13.34,667.39,per_hour,492,0
B00466,W00838,Electrician,Electrical Installation,5,20,2,Electrician,6.1,2,1,1,0.4,735.3,per_hour,1295,0
B00466,W00946,Electrician,Electrical Installation,5,20,2,Electrician,8.3,0,0,0,1.81,413.92,per_hour,1833,1
B00466,W00752,Electrician,Electrical Installation,5,20,2,Electrician,10.3,1,1,1,3.54,568.98,per_day,1755,0
B00467,W00980,Gardener,Garden Maintenance,3,5,2,Gardener,0.9,0,0,1,0.35,348.52,per_day,282,1
B00467,W00842,Gardener,Garden Maintenance,3,5,2,Gardener,7.6,1,1,1,4.95,420.9,fixed,46,0
B00467,W00934,Gardener,Garden Maintenance,3,5,2,Gardener,1.6,1,1,0,1.53,452.2,fixed,747,0
B00467,W00922,Gardener,Garden Maintenance,3,5,2,Gardener,14.6,2,1,1,2.93,564.51,per_visit,128,1
B00467,W00658,Gardener,Garden Maintenance,3,5,2,Gardener,4.7,1,1,1,3.71,366.38,fixed,1967,1
B00467,W00040,Gardener,Garden Maintenance,3,5,2,Gardener,3.2,0,0,0,3.11,460.44,per_visit,1192,0
B00467,W00137,Gardener,Garden Maintenance,3,5,2,Gardener,19.9,1,1,0,0.68,265.5,per_hour,340,1
B00468,W00279,Plumber,Tap Repair,1,14,2,Plumber,3.6,3,1,0,2.3,419.69,fixed,2054,1
B00468,W00801,Plumber,Tap Repair,1,14,2,Plumber,3.5,1,1,1,2.72,434.15,per_day,1565,0
B00468,W00069,Plumber,Tap Repair,1,14,2,Plumber,16.7,2,1,0,1.29,533.34,per_hour,2884,1
B00468,W00844,Plumber,Tap Repair,1,14,2,Plumber,5.7,2,1,1,11.26,509.42,per_day,2345,1
B00468,W00217,Plumber,Tap Repair,1,14,2,Plumber,15.9,0,0,1,4.86,486.32,per_day,954,0
B00468,W00359,Plumber,Tap Repair,1,14,2,Plumber,3.9,1,1,0,5.01,385.61,fixed,2676,0
B00468,W00310,Plumber,Tap Repair,1,14,2,Plumber,3.5,5,1,0,1.44,185.2,per_visit,141,1
B00469,W00625,Gardener,Garden Maintenance,3,4,5,Gardener,8.4,1,1,0,11.86,340.29,per_visit,1804,1
B00469,W00244,Gardener,Garden Maintenance,3,4,5,Gardener,7.9,2,1,0,1.68,424.71,per_visit,2370,0
B00469,W00915,Gardener,Garden Maintenance,3,4,5,Gardener,11.6,2,1,0,2.28,459.7,per_visit,2670,1
B00469,W00956,Gardener,Garden Maintenance,3,4,5,Gardener,6.6,3,1,0,9.82,494.68,per_visit,1926,1
B00469,W00134,Gardener,Garden Maintenance,3,4,5,Gardener,5.1,0,0,0,3.57,515.92,fixed,610,0
B00469,W00458,Gardener,Garden Maintenance,3,4,5,Gardener,10.7,0,0,1,3.47,289.48,per_visit,2363,1
B00469,W00341,Gardener,Garden Maintenance,3,4,5,Gardener,5.1,1,1,1,3.04,387.27,per_hour,375,1
B00470,W00026,Gardener,Plant Care,4,11,0,Gardener,3.1,0,0,0,3.87,395.76,per_day,241,0
B00470,W00079,Gardener,Plant Care,4,11,0,Gardener,9.6,0,0,0,10.31,442.59,per_hour,2234,1
B00470,W00446,Gardener,Plant Care,4,11,0,Gardener,16.9,4,1,0,1.08,437.74,per_hour,1715,0
B00470,W00956,Gardener,Plant Care,4,11,0,Gardener,6.6,3,1,0,6.05,528.19,fixed,1926,0
B00470,W00158,Gardener,Plant Care,4,11,0,Gardener,12.9,2,1,1,13.35,351.46,per_visit,189,1
B00470,W00099,Gardener,Plant Care,4,11,0,Gardener,8.8,2,1,1,5.19,386.33,per_visit,2910,1
B00471,W00060,Driver,Local Driving,2,12,6,Driver,4.3,2,1,0,10.62,526.15,per_hour,2654,0
B00471,W00603,Driver,Local Driving,2,12,6,Driver,0.5,0,0,1,9.65,361.89,per_day,442,1
B00471,W00895,Driver,Local Driving,2,12,6,Driver,8.7,1,1,0,2.34,465.95,per_day,100,1
B00471,W00360,Driver,Local Driving,2,12,6,Driver,3.3,1,1,0,9.6,416.99,per_visit,1259,0
B00471,W00014,Driver,Local Driving,2,12,6,Driver,9.1,1,1,0,7.12,373.21,per_visit,2313,0
B00471,W00982,Driver,Local Driving,2,12,6,Driver,20.2,1,1,0,5.42,559.51,per_hour,1166,0
B00471,W00128,Driver,Local Driving,2,12,6,Driver,11.3,1,1,0,13.93,601.0,fixed,1279,0
B00472,W00738,Painter,Exterior Painting,1,19,1,Painter,4.3,0,0,1,8.27,480.57,per_hour,1465,0
B00472,W00165,Painter,Exterior Painting,1,19,1,Painter,5.8,2,1,0,1.51,632.15,per_visit,2880,1
B00472,W00765,Painter,Exterior Painting,1,19,1,Painter,11.0,1,1,0,1.92,655.83,fixed,1678,1
B00472,W00628,Painter,Exterior Painting,1,19,1,Painter,4.3,0,0,1,3.76,523.23,per_day,824,0
B00472,W00440,Painter,Exterior Painting,1,19,1,Painter,15.6,0,0,1,3.35,507.22,per_visit,1150,1
B00472,W00144,Painter,Exterior Painting,1,19,1,Painter,2.2,1,1,1,14.26,542.25,per_day,1617,0
B00472,W00624,Painter,Exterior Painting,1,19,1,Painter,3.6,1,1,1,4.99,538.62,per_day,949,0
B00473,W00470,Technician,Refrigerator Repair,1,16,1,Technician,11.1,1,1,1,15.79,330.28,per_day,2468,0
B00473,W00286,Technician,Refrigerator Repair,1,16,1,Technician,7.3,0,0,0,5.62,478.89,per_day,2798,0
B00473,W00145,Technician,Refrigerator Repair,1,16,1,Technician,19.3,0,0,1,6.35,623.11,per_hour,1642,1
B00473,W00683,Technician,Refrigerator Repair,1,16,1,Technician,10.6,1,1,1,9.49,441.79,fixed,2952,1
B00473,W00340,Technician,Refrigerator Repair,1,16,1,Technician,20.0,0,0,1,7.29,625.57,fixed,2466,1
B00473,W00592,Technician,Refrigerator Repair,1,16,1,Technician,4.4,0,0,0,5.1,475.26,fixed,2400,0
B00473,W00527,Technician,Refrigerator Repair,1,16,1,Technician,5.1,0,0,1,3.46,148.15,per_day,1091,0
B00474,W00521,Painter,Furniture Painting,1,1,5,Painter,11.8,1,1,1,1.43,450.89,per_hour,666,0
B00474,W00354,Painter,Furniture Painting,1,1,5,Painter,21.7,2,1,1,2.38,506.45,per_day,2725,0
B00474,W00572,Painter,Furniture Painting,1,1,5,Painter,4.7,1,1,1,9.47,375.97,per_visit,1917,0
B00474,W00268,Painter,Furniture Painting,1,1,5,Painter,8.5,1,1,1,1.0,406.01,per_day,285,1
B00474,W00998,Painter,Furniture Painting,1,1,5,Painter,4.2,0,0,1,18.16,425.04,per_day,31,0
B00474,W00121,Painter,Furniture Painting,1,1,5,Painter,0.6,0,0,1,10.78,376.66,per_visit,1586,1
B00475,W00778,Electrician,Wiring Repair,4,15,2,Electrician,1.8,1,1,0,1.53,536.28,per_visit,2576,0
B00475,W00414,Electrician,Wiring Repair,4,15,2,Electrician,20.4,1,1,1,10.51,695.99,per_hour,767,0
B00475,W00705,Electrician,Wiring Repair,4,15,2,Electrician,9.6,1,1,1,3.27,287.47,fixed,1443,0
B00475,W00329,Electrician,Wiring Repair,4,15,2,Electrician,10.7,1,1,0,2.61,748.5,fixed,298,0
B00475,W00735,Electrician,Wiring Repair,4,15,2,Electrician,11.3,2,1,0,5.27,469.1,per_visit,1618,0
B00475,W00604,Electrician,Wiring Repair,4,15,2,Electrician,21.1,0,0,1,0.47,538.61,fixed,2248,0
B00476,W00120,Electrician,Fan Repair,5,21,2,Electrician,6.3,3,1,1,7.42,685.9,per_visit,2607,0
B00476,W00888,Electrician,Fan Repair,5,21,2,Electrician,12.7,1,1,0,8.34,502.29,per_visit,1017,1
B00476,W00256,Electrician,Fan Repair,5,21,2,Electrician,11.2,3,1,1,3.06,656.65,per_visit,2907,1
B00476,W00532,Electrician,Fan Repair,5,21,2,Electrician,2.5,3,1,1,2.34,391.78,per_visit,804,1
B00476,W00386,Electrician,Fan Repair,5,21,2,Electrician,4.6,0,0,0,4.53,574.93,per_hour,2158,1
B00476,W00198,Electrician,Fan Repair,5,21,2,Electrician,6.2,0,0,1,3.2,720.12,fixed,328,1
B00476,W00241,Electrician,Fan Repair,5,21,2,Electrician,5.5,1,1,0,6.19,602.84,fixed,119,0
B00477,W00989,Carpenter,Door Repair,1,6,2,Carpenter,11.2,0,0,0,5.59,624.82,fixed,249,1
B00477,W00495,Carpenter,Door Repair,1,6,2,Carpenter,8.5,4,1,0,0.71,634.68,per_day,398,1
B00477,W00593,Carpenter,Door Repair,1,6,2,Carpenter,4.0,0,0,0,4.18,490.24,per_day,2652,0
B00477,W00077,Carpenter,Door Repair,1,6,2,Carpenter,5.4,1,1,1,0.64,555.49,per_hour,2356,1
B00477,W00088,Carpenter,Door Repair,1,6,2,Carpenter,7.6,2,1,1,9.16,649.79,per_visit,653,1
B00477,W00442,Carpenter,Door Repair,1,6,2,Carpenter,11.7,0,0,1,4.31,451.0,fixed,1018,0
B00478,W00061,Technician,Washing Machine Repair,3,11,5,Technician,4.1,0,0,1,6.41,317.4,per_hour,419,1
B00478,W00936,Technician,Washing Machine Repair,3,11,5,Technician,1.5,0,0,1,17.25,339.85,per_day,1065,1
B00478,W00012,Technician,Washing Machine Repair,3,11,5,Technician,1.7,1,1,1,23.95,572.1,per_day,2213,0
B00478,W00345,Technician,Washing Machine Repair,3,11,5,Technician,7.5,2,1,1,1.7,536.52,per_visit,536,1
B00478,W00141,Technician,Washing Machine Repair,3,11,5,Technician,11.1,0,0,1,2.47,573.56,fixed,283,0
B00478,W00048,Technician,Washing Machine Repair,3,11,5,Technician,1.8,1,1,0,0.94,376.25,per_day,1880,0
B00478,W00862,Technician,Washing Machine Repair,3,11,5,Technician,3.1,0,0,1,8.04,395.51,fixed,1649,1
B00479,W00177,Driver,Local Driving,6,3,1,Driver,3.7,1,1,1,3.9,373.97,per_visit,1872,0
B00479,W00587,Driver,Local Driving,6,3,1,Driver,7.4,1,1,0,2.58,378.39,per_hour,1890,1
B00479,W00557,Driver,Local Driving,6,3,1,Driver,7.1,0,0,1,2.15,507.54,per_visit,2884,1
B00479,W00461,Driver,Local Driving,6,3,1,Driver,24.7,2,1,1,8.2,740.77,per_visit,2546,1
B00479,W00676,Driver,Local Driving,6,3,1,Driver,10.6,3,1,0,4.51,566.61,per_hour,2014,0
B00479,W00416,Driver,Local Driving,6,3,1,Driver,14.4,0,0,0,2.46,495.16,per_day,1590,0
B00479,W00666,Driver,Local Driving,6,3,1,Driver,9.0,1,1,0,6.42,223.49,per_day,165,0
B00480,W00726,Electrician,Wiring Repair,2,7,3,Electrician,2.4,0,0,0,9.49,565.77,fixed,1029,1
B00480,W00544,Electrician,Wiring Repair,2,7,3,Electrician,12.5,0,0,0,6.08,380.52,per_day,1568,1
B00480,W00262,Electrician,Wiring Repair,2,7,3,Electrician,11.2,1,1,1,7.82,466.26,per_visit,1166,1
B00480,W00635,Electrician,Wiring Repair,2,7,3,Electrician,11.8,0,0,0,4.53,757.43,per_day,1919,1
B00480,W00759,Electrician,Wiring Repair,2,7,3,Electrician,6.4,2,1,0,11.82,479.93,fixed,1538,1
B00480,W00538,Electrician,Wiring Repair,2,7,3,Electrician,2.2,1,1,1,11.07,453.09,per_hour,282,1
B00480,W00386,Electrician,Wiring Repair,2,7,3,Electrician,4.6,0,0,0,6.67,468.37,fixed,2158,1
B00481,W00875,Driver,Personal Driving,4,10,2,Driver,0.5,0,0,1,4.07,317.34,per_day,733,1
B00481,W00813,Driver,Personal Driving,4,10,2,Driver,5.0,2,1,1,4.24,321.77,per_day,2188,1
B00481,W00318,Driver,Personal Driving,4,10,2,Driver,5.6,0,0,0,5.71,373.39,fixed,290,0
B00481,W00283,Driver,Personal Driving,4,10,2,Driver,7.3,0,0,0,2.81,375.73,per_hour,1051,1
B00481,W00737,Driver,Personal Driving,4,10,2,Driver,9.4,1,1,1,3.48,309.39,fixed,2862,1
B00481,W00941,Driver,Personal Driving,4,10,2,Driver,4.8,2,1,1,4.74,256.07,per_visit,181,1
B00482,W00055,Cleaner,Bathroom Cleaning,5,5,3,Cleaner,8.0,2,1,1,5.84,442.41,per_hour,2974,0
B00482,W00917,Cleaner,Bathroom Cleaning,5,5,3,Cleaner,17.1,1,1,1,5.65,399.1,per_visit,348,1
B00482,W00983,Cleaner,Bathroom Cleaning,5,5,3,Cleaner,7.8,4,1,0,3.69,378.27,per_day,1454,0
B00482,W00132,Cleaner,Bathroom Cleaning,5,5,3,Cleaner,7.2,2,1,1,3.23,360.98,per_visit,237,1
B00482,W00267,Cleaner,Bathroom Cleaning,5,5,3,Cleaner,5.2,0,0,0,0.89,293.91,fixed,610,1
B00482,W00449,Cleaner,Bathroom Cleaning,5,5,3,Cleaner,2.7,0,0,1,11.69,278.62,per_day,343,0
B00482,W00905,Cleaner,Bathroom Cleaning,5,5,3,Cleaner,0.5,0,0,0,1.34,268.53,per_day,112,1
B00483,W00496,Painter,Interior Painting,1,12,1,Painter,3.5,0,0,1,3.61,371.18,per_hour,411,0
B00483,W00238,Painter,Interior Painting,1,12,1,Painter,18.2,1,1,1,6.91,372.62,per_day,1161,1
B00483,W00628,Painter,Interior Painting,1,12,1,Painter,4.3,0,0,1,2.42,486.34,fixed,824,1
B00483,W00621,Painter,Interior Painting,1,12,1,Painter,7.3,2,1,1,11.93,499.45,per_day,1932,1
B00483,W00144,Painter,Interior Painting,1,12,1,Painter,2.2,1,1,1,10.63,393.22,per_day,1617,1
B00483,W00094,Painter,Interior Painting,1,12,1,Painter,0.4,0,0,1,10.63,393.63,fixed,2679,0
B00483,W00907,Painter,Interior Painting,1,12,1,Painter,7.6,0,0,1,5.52,509.06,per_day,333,1
B00484,W00171,Plumber,Leak Repair,5,20,1,Plumber,2.5,2,1,1,0.91,435.22,per_day,2429,1
B00484,W00574,Plumber,Leak Repair,5,20,1,Plumber,6.2,0,0,0,3.59,481.62,per_visit,1882,0
B00484,W00478,Plumber,Leak Repair,5,20,1,Plumber,17.3,3,1,0,6.28,531.41,per_visit,780,1
B00484,W00518,Plumber,Leak Repair,5,20,1,Plumber,2.5,0,0,1,18.82,570.66,per_hour,864,0
B00484,W00516,Plumber,Leak Repair,5,20,1,Plumber,10.2,1,1,1,2.15,468.94,fixed,2146,1
B00484,W00454,Plumber,Leak Repair,5,20,1,Plumber,5.9,2,1,0,5.81,505.31,per_day,682,0
B00484,W00385,Plumber,Leak Repair,5,20,1,Plumber,6.5,2,1,1,7.33,359.22,per_visit,1538,1
B00485,W00584,Plumber,Tap Repair,1,13,2,Plumber,7.9,2,1,1,1.9,634.59,per_visit,1601,1
B00485,W00970,Plumber,Tap Repair,1,13,2,Plumber,12.9,1,1,1,7.26,540.59,per_visit,2902,0
B00485,W00674,Plumber,Tap Repair,1,13,2,Plumber,10.5,3,1,0,7.82,659.76,per_day,253,0
B00485,W00791,Plumber,Tap Repair,1,13,2,Plumber,6.3,0,0,0,3.31,426.57,per_visit,2973,0
B00485,W00387,Plumber,Tap Repair,1,13,2,Plumber,7.2,0,0,0,3.86,610.52,per_hour,1490,0
B00485,W00699,Plumber,Tap Repair,1,13,2,Plumber,2.7,0,0,1,3.4,489.94,per_visit,913,1
B00485,W00663,Plumber,Tap Repair,1,13,2,Plumber,10.6,1,1,1,4.11,570.78,per_visit,1535,1
B00486,W00113,Gardener,Tree Trimming,3,11,5,Gardener,3.2,1,1,1,2.63,344.2,per_day,2964,1
B00486,W00137,Gardener,Tree Trimming,3,11,5,Gardener,19.9,1,1,0,2.98,580.09,per_visit,340,1
B00486,W00842,Gardener,Tree Trimming,3,11,5,Gardener,7.6,1,1,1,1.08,435.91,per_visit,46,0
B00486,W00372,Gardener,Tree Trimming,3,11,5,Gardener,2.6,0,0,0,4.57,500.51,per_day,2125,0
B00486,W00026,Gardener,Tree Trimming,3,11,5,Gardener,3.1,0,0,0,7.38,402.24,per_hour,241,1
B00486,W00162,Gardener,Tree Trimming,3,11,5,Gardener,15.2,0,0,0,9.13,431.12,per_day,318,0
B00486,W00900,Gardener,Tree Trimming,3,11,5,Gardener,9.5,0,0,1,7.76,305.86,fixed,2759,1
B00487,W00439,Plumber,Leak Repair,2,17,0,Plumber,8.7,0,0,1,7.32,406.9,per_visit,839,0
B00487,W00700,Plumber,Leak Repair,2,17,0,Plumber,13.5,0,0,1,2.15,441.74,per_hour,1175,0
